"Fecha de Emisión";"Tipo de Comprobante";"Punto de Venta";"Número Desde";"Número Hasta";"Cód. Autorización";"Tipo Doc. Receptor";"Nro. Doc. Receptor";"Denominación Receptor";"Tipo Cambio";"Moneda";"Imp. Neto Gravado IVA 0%";"IVA 2,5%";"Imp. Neto Gravado IVA 2,5%";"IVA 5%";"Imp. Neto Gravado IVA 5%";"IVA 10,5%";"Imp. Neto Gravado IVA 10,5%";"IVA 21%";"Imp. Neto Gravado IVA 21%";"IVA 27%";"Imp. Neto Gravado IVA 27%";"Imp. Neto Gravado Total";"Imp. Neto No Gravado";"Imp. Op. Exentas";"Otros Tributos";"Total IVA";"Imp. Total"
2025-10-01;6;8;131052;131052;75400160929547;99;0;;1,00;$;;;;;;;;1353,72;6446,28;;;6446,28;0,00;0,00;0,00;1353,72;7800,00
2025-10-01;6;8;131089;131089;75400195679892;99;0;;1,00;$;;;;;;;;3505,79;16694,21;;;16694,21;0,00;0,00;0,00;3505,79;20200,00
2025-10-01;6;8;131061;131061;75400174891018;99;0;;1,00;$;;;;;;;;4824,79;22975,21;;;22975,21;0,00;0,00;0,00;4824,79;27800,00
2025-10-01;6;8;131117;131117;75400223639588;99;0;;1,00;$;;;;;;;;1770,25;8429,75;;;8429,75;0,00;0,00;0,00;1770,25;10200,00
2025-10-01;6;8;131036;131036;75400140493026;99;0;;1,00;$;;;;;;;;5310,74;25289,26;;;25289,26;0,00;0,00;0,00;5310,74;30600,00
2025-10-01;6;8;131055;131055;75400167988151;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;8;131118;131118;75400223705087;99;0;;1,00;$;;;;;;;;2082,64;9917,36;;;9917,36;0,00;0,00;0,00;2082,64;12000,00
2025-10-01;6;8;131062;131062;75400174985375;99;0;;1,00;$;;;;;;;;4824,79;22975,21;;;22975,21;0,00;0,00;0,00;4824,79;27800,00
2025-10-01;6;8;131157;131157;75400248519849;99;0;;1,00;$;;;;;;;;590,08;2809,92;;;2809,92;0,00;0,00;0,00;590,08;3400,00
2025-10-01;6;8;131048;131048;75400157672839;99;0;;1,00;$;;;;;;;;867,77;4132,23;;;4132,23;0,00;0,00;0,00;867,77;5000,00
2025-10-01;6;8;131151;131151;75400245052650;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;8;131123;131123;75400227417755;99;0;;1,00;$;;;;;;;;2169,42;10330,58;;;10330,58;0,00;0,00;0,00;2169,42;12500,00
2025-10-01;6;8;131072;131072;75400185602454;99;0;;1,00;$;;;;;;95,02;904,98;;;;;904,98;0,00;0,00;0,00;95,02;1000,00
2025-10-01;6;8;131033;131033;75400137144510;99;0;;1,00;$;;;;;;;;2638,02;12561,98;;;12561,98;0,00;0,00;0,00;2638,02;15200,00
2025-10-01;6;8;131126;131126;75400230943708;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;8;131107;131107;75400213464664;99;0;;1,00;$;;;;;;;;2290,91;10909,09;;;10909,09;0,00;0,00;0,00;2290,91;13200,00
2025-10-01;6;8;131034;131034;75400137218842;99;0;;1,00;$;;;;;;;;520,66;2479,34;;;2479,34;0,00;0,00;0,00;520,66;3000,00
2025-10-01;6;8;131053;131053;75400161274816;99;0;;1,00;$;;;;;;;;2985,12;14214,88;;;14214,88;0,00;0,00;0,00;2985,12;17200,00
2025-10-01;6;8;131095;131095;75400203138477;99;0;;1,00;$;;;;;;1541,93;14685,07;7822,93;37252,07;;;51937,14;0,00;0,00;0,00;9364,86;61302,00
2025-10-01;6;8;131132;131132;75400234652902;99;0;;1,00;$;;;;;;;;1457,85;6942,15;;;6942,15;0,00;0,00;0,00;1457,85;8400,00
2025-10-01;6;8;131035;131035;75400137340285;99;0;;1,00;$;;;;;;;;1076,03;5123,97;;;5123,97;0,00;0,00;0,00;1076,03;6200,00
2025-10-01;6;8;131073;131073;75400185737214;99;0;;1,00;$;;;;;;;;2950,41;14049,59;;;14049,59;0,00;0,00;0,00;2950,41;17000,00
2025-10-01;6;8;131045;131045;75400154501586;99;0;;1,00;$;;;;;;;;1909,09;9090,91;;;9090,91;0,00;0,00;0,00;1909,09;11000,00
2025-10-01;6;8;131096;131096;75400203281888;99;0;;1,00;$;;;;;;;;3123,97;14876,03;;;14876,03;0,00;0,00;0,00;3123,97;18000,00
2025-10-01;6;8;131040;131040;75400151138638;99;0;;1,00;$;;;;;;;;3557,85;16942,15;;;16942,15;0,00;0,00;0,00;3557,85;20500,00
2025-10-01;6;8;131049;131049;75400158017856;99;0;;1,00;$;;;;;;51,31;488,69;607,44;2892,56;;;3381,25;0,00;0,00;0,00;658,75;4040,00
2025-10-01;6;8;131119;131119;75400224196479;99;0;;1,00;$;;;;;;;;1666,12;7933,88;;;7933,88;0,00;0,00;0,00;1666,12;9600,00
2025-10-01;6;8;131143;131143;75400241857982;99;0;;1,00;$;;;;;;;;1596,69;7603,31;;;7603,31;0,00;0,00;0,00;1596,69;9200,00
2025-10-01;6;8;131152;131152;75400245452849;99;0;;1,00;$;;;;;;;;3540,50;16859,50;;;16859,50;0,00;0,00;0,00;3540,50;20400,00
2025-10-01;6;8;131133;131133;75400234903580;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;8;131113;131113;75400220845224;99;0;;1,00;$;;;;;;;;3540,50;16859,50;;;16859,50;0,00;0,00;0,00;3540,50;20400,00
2025-10-01;6;8;131086;131086;75400193141720;99;0;;1,00;$;;;;;;;;6803,31;32396,69;;;32396,69;0,00;0,00;0,00;6803,31;39200,00
2025-10-01;6;8;131103;131103;75400210484866;99;0;;1,00;$;;;;;;;;1214,88;5785,12;;;5785,12;0,00;0,00;0,00;1214,88;7000,00
2025-10-01;6;8;131127;131127;75400231410668;99;0;;1,00;$;;;;;;;;1735,54;8264,46;;;8264,46;0,00;0,00;0,00;1735,54;10000,00
2025-10-01;6;8;131063;131063;75400175659087;99;0;;1,00;$;;;;;;;;1561,98;7438,02;;;7438,02;0,00;0,00;0,00;1561,98;9000,00
2025-10-01;6;8;131058;131058;75400172166416;99;0;;1,00;$;;;;;;;;3818,18;18181,82;;;18181,82;0,00;0,00;0,00;3818,18;22000,00
2025-10-01;6;8;131144;131144;75400242102235;99;0;;1,00;$;;;;;;;;3123,97;14876,03;;;14876,03;0,00;0,00;0,00;3123,97;18000,00
2025-10-01;6;8;131104;131104;75400210632839;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;8;131029;131029;75400127876714;99;0;;1,00;$;;;;;;;;3123,97;14876,03;;;14876,03;0,00;0,00;0,00;3123,97;18000,00
2025-10-01;6;8;131064;131064;75400175757731;99;0;;1,00;$;;;;;;;;1770,25;8429,75;;;8429,75;0,00;0,00;0,00;1770,25;10200,00
2025-10-01;6;8;131138;131138;75400238585066;99;0;;1,00;$;;;;;;;;4304,13;20495,87;;;20495,87;0,00;0,00;0,00;4304,13;24800,00
2025-10-01;6;8;131087;131087;75400193433961;99;0;;1,00;$;;;;;;;;2585,95;12314,05;;;12314,05;0,00;0,00;0,00;2585,95;14900,00
2025-10-01;6;8;131074;131074;75400186401793;99;0;;1,00;$;;;;;;;;3922,31;18677,69;;;18677,69;0,00;0,00;0,00;3922,31;22600,00
2025-10-01;6;8;131100;131100;75400207438794;99;0;;1,00;$;;;;;;;;1249,59;5950,41;;;5950,41;0,00;0,00;0,00;1249,59;7200,00
2025-10-01;6;8;131134;131134;75400235289707;99;0;;1,00;$;;;;;;;;694,21;3305,79;;;3305,79;0,00;0,00;0,00;694,21;4000,00
2025-10-01;6;8;131075;131075;75400186490689;99;0;;1,00;$;;;;;;;;2603,31;12396,69;;;12396,69;0,00;0,00;0,00;2603,31;15000,00
2025-10-01;6;8;131128;131128;75400231810886;99;0;;1,00;$;;;;;;;;1874,38;8925,62;;;8925,62;0,00;0,00;0,00;1874,38;10800,00
2025-10-01;6;8;131139;131139;75400238827765;99;0;;1,00;$;;;;;;;;728,93;3471,07;;;3471,07;0,00;0,00;0,00;728,93;4200,00
2025-10-01;6;8;131110;131110;75400217895250;99;0;;1,00;$;;;;;;;;5154,55;24545,46;;;24545,46;0,00;0,00;0,00;5154,55;29700,00
2025-10-01;6;8;131105;131105;75400211010791;99;0;;1,00;$;;;;;;;;2325,62;11074,38;;;11074,38;0,00;0,00;0,00;2325,62;13400,00
2025-10-01;6;8;131026;131026;75400118231614;80;30710100140;CENTRO CIENTIFICO TECNOLOGICO CONICET LA PLATA (CCT-CONICET LA PLATA);1,00;$;;;;;;;;9371,90;44628,10;;;44628,10;0,00;0,00;0,00;9371,90;54000,00
2025-10-01;6;8;131108;131108;75400214485374;99;0;;1,00;$;;;;;;;;4165,29;19834,71;;;19834,71;0,00;0,00;0,00;4165,29;24000,00
2025-10-01;6;8;131135;131135;75400235541240;99;0;;1,00;$;;;;;;;;1110,74;5289,26;;;5289,26;0,00;0,00;0,00;1110,74;6400,00
2025-10-01;6;8;131059;131059;75400172696944;99;0;;1,00;$;;;;;;;;6942,15;33057,85;;;33057,85;0,00;0,00;0,00;6942,15;40000,00
2025-10-01;6;8;131081;131081;75400190198318;99;0;;1,00;$;;;;;;;;1770,25;8429,75;;;8429,75;0,00;0,00;0,00;1770,25;10200,00
2025-10-01;6;8;131101;131101;75400207709292;99;0;;1,00;$;;;;;;;;1735,54;8264,46;;;8264,46;0,00;0,00;0,00;1735,54;10000,00
2025-10-01;6;8;131145;131145;75400242686149;99;0;;1,00;$;;;;;;;;2082,64;9917,36;;;9917,36;0,00;0,00;0,00;2082,64;12000,00
2025-10-01;6;8;131050;131050;75400158804568;99;0;;1,00;$;;;;;;;;2186,78;10413,22;;;10413,22;0,00;0,00;0,00;2186,78;12600,00
2025-10-01;6;8;131076;131076;75400186761878;99;0;;1,00;$;;;;;;;;1561,98;7438,02;;;7438,02;0,00;0,00;0,00;1561,98;9000,00
2025-10-01;6;8;131032;131032;75400135073823;99;0;;1,00;$;;;;;;;;4998,35;23801,65;;;23801,65;0,00;0,00;0,00;4998,35;28800,00
2025-10-01;6;8;131038;131038;75400148663113;99;0;;1,00;$;;;;;;;;173,55;826,45;;;826,45;0,00;0,00;0,00;173,55;1000,00
2025-10-01;6;8;131114;131114;75400221729470;99;0;;1,00;$;;;;;;;;1735,54;8264,46;;;8264,46;0,00;0,00;0,00;1735,54;10000,00
2025-10-01;6;8;131069;131069;75400183433657;99;0;;1,00;$;;;;;;;;4512,40;21487,60;;;21487,60;0,00;0,00;0,00;4512,40;26000,00
2025-10-01;6;8;131041;131041;75400152101528;99;0;;1,00;$;;;;;;;;2429,75;11570,25;;;11570,25;0,00;0,00;0,00;2429,75;14000,00
2025-10-01;6;8;131136;131136;75400235755924;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;8;131111;131111;75400218252291;99;0;;1,00;$;;;;;;;;555,37;2644,63;;;2644,63;0,00;0,00;0,00;555,37;3200,00
2025-10-01;6;8;131097;131097;75400204442269;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;8;131158;131158;75400250016364;99;0;;1,00;$;;;;;;;;5310,74;25289,26;;;25289,26;0,00;0,00;0,00;5310,74;30600,00
2025-10-01;6;8;131120;131120;75400225316373;99;0;;1,00;$;;;;;;;;1128,10;5371,90;;;5371,90;0,00;0,00;0,00;1128,10;6500,00
2025-10-01;6;8;131137;131137;75400235892315;99;0;;1,00;$;;;;;;;;2204,13;10495,87;;;10495,87;0,00;0,00;0,00;2204,13;12700,00
2025-10-01;6;8;131153;131153;75400246587736;99;0;;1,00;$;;;;;;;;1402,31;6677,69;;;6677,69;0,00;0,00;0,00;1402,31;8080,00
2025-10-01;6;8;131109;131109;75400214938725;99;0;;1,00;$;;;;;;;;433,88;2066,12;;;2066,12;0,00;0,00;0,00;433,88;2500,00
2025-10-01;6;8;131129;131129;75400232461869;99;0;;1,00;$;;;;;;;;1978,51;9421,49;;;9421,49;0,00;0,00;0,00;1978,51;11400,00
2025-10-01;6;8;131115;131115;75400221996919;99;0;;1,00;$;;;;;;;;173,55;826,45;;;826,45;0,00;0,00;0,00;173,55;1000,00
2025-10-01;6;8;131098;131098;75400204676847;99;0;;1,00;$;;;;;;;;1180,17;5619,83;;;5619,83;0,00;0,00;0,00;1180,17;6800,00
2025-10-01;6;8;131082;131082;75400190662499;99;0;;1,00;$;;;;;;;;3540,50;16859,50;;;16859,50;0,00;0,00;0,00;3540,50;20400,00
2025-10-01;6;8;131099;131099;75400204742524;99;0;;1,00;$;;;;;;;;2533,88;12066,12;;;12066,12;0,00;0,00;0,00;2533,88;14600,00
2025-10-01;6;8;131102;131102;75400208269411;99;0;;1,00;$;;;;;;;;1388,43;6611,57;;;6611,57;0,00;0,00;0,00;1388,43;8000,00
2025-10-01;6;8;131159;131159;75400250313579;99;0;;1,00;$;;;;;;;;1301,65;6198,35;;;6198,35;0,00;0,00;0,00;1301,65;7500,00
2025-10-01;6;8;131146;131146;75400243189290;99;0;;1,00;$;;;;;;;;2429,75;11570,25;;;11570,25;0,00;0,00;0,00;2429,75;14000,00
2025-10-01;6;8;131121;131121;75400225634925;99;0;;1,00;$;;;;;;;;694,21;3305,79;;;3305,79;0,00;0,00;0,00;694,21;4000,00
2025-10-01;6;8;131140;131140;75400239662646;99;0;;1,00;$;;;;;;;;885,12;4214,88;;;4214,88;0,00;0,00;0,00;885,12;5100,00
2025-10-01;6;8;131154;131154;75400246887473;99;0;;1,00;$;;;;;;;;885,12;4214,88;;;4214,88;0,00;0,00;0,00;885,12;5100,00
2025-10-01;6;8;131124;131124;75400229228647;99;0;;1,00;$;;;;;;;;364,46;1735,54;;;1735,54;0,00;0,00;0,00;364,46;2100,00
2025-10-01;6;8;131147;131147;75400243390060;99;0;;1,00;$;;;;;;;;1041,32;4958,68;;;4958,68;0,00;0,00;0,00;1041,32;6000,00
2025-10-01;6;6;4112;4112;75400258640744;80;30627393713;DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE BS AS;1,00;$;;;;;;;;314652,89;1498347,10;;;1498347,10;0,00;0,00;0,00;314652,89;1813000,00
2025-10-01;6;6;4110;4110;75400185243700;80;30677972463;JUNTA ELECTORAL PCIA DE BUENOS AIRES;1,00;$;;;;;;;;322809,92;1537190,10;;;1537190,10;0,00;0,00;0,00;322809,92;1860000,00
2025-10-01;6;6;4111;4111;75400244968415;80;30627393713;DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE BS AS;1,00;$;;;;;;;;2978876,04;14185124,00;;;14185124,00;0,00;0,00;0,00;2978876,04;17164000,00
2025-10-01;6;6;4109;4109;75400125027259;80;30550857061;COLEGIO DE FARMACEUTICOS DE LA PROVINCIA DE BUENOS AIRES;1,00;$;;;;;;;;412623,97;1964876,05;;;1964876,05;0,00;0,00;0,00;412623,97;2377500,00
2025-10-01;6;6;4113;4113;75400260907001;80;30627393713;DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE BS AS;1,00;$;;;;;;;;102743,80;489256,19;;;489256,19;0,00;0,00;0,00;102743,80;592000,00
2025-10-02;1;8;1577;1577;75400344220716;80;30500938125;ROEMMERS S A I C F;1,00;$;;;;;;;;56231,41;267768,59;;;267768,59;0,00;0,00;0,00;56231,41;324000,00
2025-10-02;1;8;1574;1574;75400341491395;80;30504507323;LABORATORIOS ANDROMACO SOCIEDAD ANONIMA INDUSTRIAL COMERCIAL INMOBILIARIA;1,00;$;;;;;;;;50330,58;239669,42;;;239669,42;0,00;0,00;0,00;50330,58;290000,00
2025-10-02;1;8;1575;1575;75400341642345;80;30521298495;EVEREX ARGENTINA SOCIEDAD ANONIMA;1,00;$;;;;;;;;2950,41;14049,59;;;14049,59;0,00;0,00;0,00;2950,41;17000,00
2025-10-02;1;8;1576;1576;75400342513058;80;30504507323;LABORATORIOS ANDROMACO SOCIEDAD ANONIMA INDUSTRIAL COMERCIAL INMOBILIARIA;1,00;$;;;;;;;;12842,98;61157,02;;;61157,02;0,00;0,00;0,00;12842,98;74000,00
2025-10-02;1;8;1573;1573;75400321407959;80;30500938125;ROEMMERS S A I C F;1,00;$;;;;;;;;34710,74;165289,25;;;165289,25;0,00;0,00;0,00;34710,74;200000,00
2025-10-02;1;8;1578;1578;75400356218420;80;30700743140;MONTE VERDE S A;1,00;$;;;;;;;;16661,16;79338,84;;;79338,84;0,00;0,00;0,00;16661,16;96000,00
2025-10-02;1;6;1895;1895;75400312947504;80;27206366279;VILLAVERDE LAURA SILVINA;1,00;$;;;;;;;;156198,35;743801,67;;;743801,67;0,00;0,00;0,00;156198,35;900000,01
2025-10-02;6;8;131173;131173;75400298127680;99;0;;1,00;$;;;;;;;;1006,61;4793,39;;;4793,39;0,00;0,00;0,00;1006,61;5800,00
2025-10-02;6;8;131236;131236;75400359393762;99;0;;1,00;$;;;;;;;;2672,73;12727,27;;;12727,27;0,00;0,00;0,00;2672,73;15400,00
2025-10-02;6;8;131174;131174;75400298312254;99;0;;1,00;$;;;;;;;;1770,25;8429,75;;;8429,75;0,00;0,00;0,00;1770,25;10200,00
2025-10-02;6;8;131169;131169;75400292362570;99;0;;1,00;$;;;;;;;;1648,76;7851,24;;;7851,24;0,00;0,00;0,00;1648,76;9500,00
2025-10-02;6;8;131165;131165;75400289396931;99;0;;1,00;$;;;;;;;;5119,83;24380,17;;;24380,17;0,00;0,00;0,00;5119,83;29500,00
2025-10-02;6;8;131260;131260;75400386910206;99;0;;1,00;$;;;;;;;;1596,69;7603,31;;;7603,31;0,00;0,00;0,00;1596,69;9200,00
2025-10-02;6;8;131164;131164;75400286611451;80;30710100140;CENTRO CIENTIFICO TECNOLOGICO CONICET LA PLATA (CCT-CONICET LA PLATA);1,00;$;;;;;;;;9371,90;44628,10;;;44628,10;0,00;0,00;0,00;9371,90;54000,00
2025-10-02;6;8;131232;131232;75400356444220;99;0;;1,00;$;;;;;;;;1561,98;7438,02;;;7438,02;0,00;0,00;0,00;1561,98;9000,00
2025-10-02;6;8;131228;131228;75400353430982;99;0;;1,00;$;;;;;;;;1249,59;5950,41;;;5950,41;0,00;0,00;0,00;1249,59;7200,00
